date,country,CumulativeCase,DeadCase,RecoveredCase,CurrentCase
6/17,New Zealand,1,0,1,0
6/17,Mongolia,9,0,9,0
6/17,Malaysia,5,2,3,0
6/17,Kuwait,1,0,1,0
6/17,Japan,0,0,0,0
6/17,Italy,9,0,9,0
6/17,Indonesia,2,0,2,0
6/17,India,3,0,3,0
6/17,Germany,10,0,9,1
6/17,France,7,0,6,1
6/17,Finland,1,0,1,0
6/17,Viet Nam,63,5,58,0
6/17,Colombia,1,0,1,0
6/17,China,7082,641,6113,328
6/17,Canada,247,32,171,44
6/17,Brazil,3,0,2,1
6/18,Republic of Ireland,1,0,1,0
6/18,Australia,5,0,5,0
6/18,Belgium,0,0,0,0
6/18,Brazil,3,0,2,1
6/18,Bulgaria,0,0,0,0
6/18,Canada,246,33,176,37
6/18,China,7082,642,6156,284
6/18,Colombia,1,0,1,0
6/18,Finland,1,0,1,0
6/18,France,7,0,6,1
6/18,Germany,10,0,9,1
6/18,India,3,0,3,0
6/18,Indonesia,2,0,2,0
6/18,Italy,9,0,9,0
6/18,Japan,0,0,0,0
6/18,Kuwait,1,0,1,0
6/18,Malaysia,5,2,3,0
6/18,Mongolia,9,0,9,0
6/18,New Zealand,1,0,1,0
6/18,Philippines,14,2,12,0
6/18,Poland,0,0,0,0
6/18,Republic of Korea,3,0,3,0
6/18,Romania,1,0,1,0
6/18,Russian Federation,1,0,0,1
6/18,Singapore,206,31,169,6
6/18,Slovenia,0,0,0,0
6/18,South Africa,1,1,0,0
6/18,Spain,1,0,1,0
6/18,Sweden,3,0,3,0
6/18,Switzerland,1,0,1,0
6/18,Taiwan,697,83,469,145
6/18,Thailand,9,2,6,1
6/18,United Kingdom,4,0,4,0
6/18,United States,75,0,36,39
6/18,Viet Nam,63,5,58,0
6/19,Belgium,0,0,0,0
6/19,United States,75,0,36,39
6/19,United Kingdom,4,0,4,0
6/19,Thailand,9,2,6,1
6/19,Taiwan,695,84,472,139
6/19,Australia,5,0,5,0
6/19,Switzerland,1,0,1,0
6/19,Sweden,3,0,3,0
6/19,Spain,1,0,1,0
6/19,South Africa,1,1,0,0
6/19,Slovenia,0,0,0,0
6/19,Singapore,206,31,170,5
6/19,Russian Federation,1,0,0,1
6/19,Romania,1,0,1,0
6/19,Republic of Korea,3,0,3,0
6/19,Republic of Ireland,1,0,1,0
6/19,Poland,0,0,0,0
6/19,Philippines,14,2,12,0
6/19,New Zealand,1,0,1,0
6/19,Mongolia,9,0,9,0
6/19,Malaysia,5,2,3,0
6/19,Kuwait,1,0,1,0
6/19,Japan,0,0,0,0
6/19,Italy,9,0,9,0
6/19,Indonesia,2,0,2,0
6/19,India,3,0,3,0
6/19,Germany,10,0,9,1
6/19,France,7,0,6,1
6/19,Finland,1,0,1,0
6/19,Colombia,1,0,1,0
6/19,China,7082,643,6183,256
6/19,Canada,245,34,175,36
6/19,Bulgaria,0,0,0,0
6/19,Brazil,3,0,2,1
6/19,Viet Nam,63,5,58,0
6/20,Brazil,3,0,2,1
6/20,Belgium,0,0,0,0
6/20,Viet Nam,63,5,58,0
6/20,United States,74,0,36,38
6/20,United Kingdom,4,0,4,0
6/20,Thailand,9,2,6,1
6/20,Taiwan,695,84,480,131
6/20,Switzerland,1,0,1,0
6/20,Sweden,3,0,3,0
6/20,Spain,1,0,1,0
6/20,South Africa,1,1,0,0
6/20,Slovenia,0,0,0,0
6/20,Singapore,206,31,170,5
6/20,Russian Federation,1,0,0,1
6/20,Romania,1,0,1,0
6/20,Republic of Korea,3,0,3,0
6/20,Republic of Ireland,1,0,1,0
6/20,Poland,0,0,0,0
6/20,Philippines,14,2,12,0
6/20,New Zealand,1,0,1,0
6/20,Mongolia,9,0,9,0
6/20,Malaysia,5,2,3,0
6/20,Kuwait,1,0,1,0
6/20,Japan,0,0,0,0
6/20,Italy,9,0,9,0
6/20,Indonesia,2,0,2,0
6/20,India,3,0,3,0
6/20,Germany,10,0,9,1
6/20,France,7,0,6,1
6/20,Finland,1,0,1,0
6/20,Colombia,1,0,1,0
6/20,China,7082,643,6210,229
6/20,Canada,245,34,180,31
6/20,Bulgaria,0,0,0,0
6/20,Australia,5,0,5,0
6/21,Australia,5,0,5,0
6/21,Viet Nam,63,5,58,0
6/21,United States,74,0,36,38
6/21,United Kingdom,4,0,4,0
6/21,Thailand,9,2,6,1
6/21,Taiwan,695,84,480,131
6/21,Switzerland,1,0,1,0
6/21,Sweden,3,0,3,0
6/21,Spain,1,0,1,0
6/21,South Africa,1,1,0,0
6/21,Slovenia,0,0,0,0
6/21,Singapore,206,31,170,5
6/21,Russian Federation,1,0,0,1
6/21,Romania,1,0,1,0
6/21,Republic of Korea,3,0,3,0
6/21,Republic of Ireland,1,0,1,0
6/21,Poland,0,0,0,0
6/21,Philippines,14,2,12,0
6/21,New Zealand,1,0,1,0
6/21,Mongolia,9,0,9,0
6/21,Malaysia,5,2,3,0
6/21,Kuwait,1,0,1,0
6/21,Japan,0,0,0,0
6/21,Italy,9,0,9,0
6/21,Indonesia,2,0,2,0
6/21,India,3,0,3,0
6/21,Germany,10,0,9,1
6/21,France,7,0,6,1
6/21,Finland,1,0,1,0
6/21,Colombia,1,0,1,0
6/21,China,7082,643,6210,229
6/21,Canada,245,34,180,31
6/21,Bulgaria,0,0,0,0
6/21,Brazil,3,0,2,1
6/21,Belgium,0,0,0,0
6/22,Malaysia,5,2,3,0
6/22,Australia,5,0,5,0
6/22,Belgium,0,0,0,0
6/22,Brazil,3,0,2,1
6/22,Bulgaria,0,0,0,0
6/22,Canada,245,34,180,31
6/22,China,7082,643,6210,229
6/22,Colombia,1,0,1,0
6/22,Finland,1,0,1,0
6/22,France,7,0,6,1
6/22,Germany,10,0,9,1
6/22,India,3,0,3,0
6/22,Indonesia,2,0,2,0
6/22,Italy,9,0,9,0
6/22,Japan,0,0,0,0
6/22,Kuwait,1,0,1,0
6/22,Mongolia,9,0,9,0
6/22,New Zealand,1,0,1,0
6/22,Philippines,14,2,12,0
6/22,Poland,0,0,0,0
6/22,Republic of Ireland,1,0,1,0
6/22,Republic of Korea,3,0,3,0
6/22,Romania,1,0,1,0
6/22,Russian Federation,1,0,0,1
6/22,Singapore,206,31,170,5
6/22,Slovenia,0,0,0,0
6/22,South Africa,1,1,0,0
6/22,Spain,1,0,1,0
6/22,Sweden,3,0,3,0
6/22,Switzerland,1,0,1,0
6/22,Taiwan,695,84,480,131
6/22,Thailand,9,2,6,1
6/22,United Kingdom,4,0,4,0
6/22,United States,74,0,36,38
6/22,Viet Nam,63,5,58,0
6/23,United States,74,0,36,38
6/23,Belgium,0,0,0,0
6/23,Brazil,3,0,2,1
6/23,Bulgaria,0,0,0,0
6/23,Canada,246,35,182,29
6/23,China,7082,643,6307,132
6/23,Colombia,1,0,1,0
6/23,Finland,1,0,1,0
6/23,France,7,0,6,1
6/23,Germany,10,0,9,1
6/23,India,3,0,3,0
6/23,Indonesia,2,0,2,0
6/23,Italy,9,0,9,0
6/23,Japan,0,0,0,0
6/23,Kuwait,1,0,1,0
6/23,Malaysia,5,2,3,0
6/23,Australia,5,0,5,0
6/23,Mongolia,9,0,9,0
6/23,New Zealand,1,0,1,0
6/23,Philippines,14,2,12,0
6/23,Poland,0,0,0,0
6/23,Republic of Ireland,1,0,1,0
6/23,Republic of Korea,3,0,3,0
6/23,Romania,1,0,1,0
6/23,Russian Federation,1,0,0,1
6/23,Singapore,206,31,170,5
6/23,Slovenia,0,0,0,0
6/23,South Africa,1,1,0,0
6/23,Spain,1,0,1,0
6/23,Sweden,3,0,3,0
6/23,Switzerland,1,0,1,0
6/23,Taiwan,692,84,486,122
6/23,Thailand,9,2,7,0
6/23,United Kingdom,4,0,4,0
6/23,Viet Nam,63,5,58,0
6/24,Belgium,0,0,0,0
6/24,Brazil,3,0,2,1
6/24,Bulgaria,0,0,0,0
6/24,Canada,249,37,188,24
6/24,China,7082,643,6319,120
6/24,Colombia,1,0,1,0
6/24,Finland,1,0,1,0
6/24,France,7,0,6,1
6/24,Germany,10,0,9,1
6/24,India,3,0,3,0
6/24,Indonesia,2,0,2,0
6/24,Italy,9,0,9,0
6/24,Japan,0,0,0,0
6/24,Kuwait,1,0,1,0
6/24,Malaysia,5,2,3,0
6/24,Mongolia,9,0,9,0
6/24,New Zealand,1,0,1,0
6/24,Australia,5,0,5,0
6/24,Philippines,14,2,12,0
6/24,Poland,0,0,0,0
6/24,Republic of Ireland,1,0,1,0
6/24,Republic of Korea,3,0,3,0
6/24,Romania,1,0,1,0
6/24,Russian Federation,1,0,0,1
6/24,Singapore,206,31,170,5
6/24,Slovenia,0,0,0,0
6/24,South Africa,1,1,0,0
6/24,Spain,1,0,1,0
6/24,Sweden,3,0,3,0
6/24,Switzerland,1,0,1,0
6/24,Taiwan,687,84,492,111
6/24,Thailand,9,2,7,0
6/24,United Kingdom,4,0,4,0
6/24,United States,75,0,36,39
6/24,Viet Nam,63,5,58,0
6/25,Poland,0,0,0,0
6/25,United States,75,0,36,39
6/25,United Kingdom,4,0,4,0
6/25,Thailand,9,2,7,0
6/25,Taiwan,686,84,492,110
6/25,Switzerland,1,0,1,0
6/25,Sweden,3,0,3,0
6/25,Spain,1,0,1,0
6/25,South Africa,1,1,0,0
6/25,Slovenia,0,0,0,0
6/25,Singapore,206,31,170,5
6/25,Russian Federation,1,0,0,1
6/25,Romania,1,0,1,0
6/25,Republic of Korea,3,0,3,0
6/25,Republic of Ireland,1,0,1,0
6/25,Philippines,14,2,12,0
6/25,New Zealand,1,0,1,0
6/25,Mongolia,9,0,9,0
6/25,Malaysia,5,2,3,0
6/25,Kuwait,1,0,1,0
6/25,Japan,1,0,0,1
6/25,Italy,9,0,9,0
6/25,Indonesia,2,0,2,0
6/25,India,3,0,3,0
6/25,Germany,10,0,9,1
6/25,France,7,0,6,1
6/25,Finland,1,0,1,0
6/25,Colombia,1,0,1,0
6/25,China,7083,644,6336,103
6/25,Canada,250,37,188,25
6/25,Bulgaria,0,0,0,0
6/25,Brazil,3,0,2,1
6/25,Belgium,0,0,0,0
6/25,Australia,5,0,5,0
6/25,Viet Nam,63,5,58,0
6/26,Canada,251,37,190,24
6/26,Australia,5,0,5,0
6/26,Brazil,3,0,2,1
6/26,Viet Nam,63,5,58,0
6/26,United States,74,0,36,38
6/26,United Kingdom,4,0,4,0
6/26,Thailand,9,2,7,0
6/26,Taiwan,682,84,491,107
6/26,Switzerland,1,0,1,0
6/26,Sweden,3,0,3,0
6/26,Spain,1,0,1,0
6/26,South Africa,1,1,0,0
6/26,Slovenia,0,0,0,0
6/26,Singapore,206,32,170,4
6/26,Russian Federation,1,0,0,1
6/26,Romania,1,0,1,0
6/26,Belgium,0,0,0,0
6/26,Republic of Korea,3,0,3,0
6/26,Republic of Ireland,1,0,1,0
6/26,Poland,0,0,0,0
6/26,Philippines,14,2,12,0
6/26,New Zealand,1,0,1,0
6/26,Mongolia,9,0,9,0
6/26,Malaysia,5,2,3,0
6/26,Kuwait,1,0,1,0
6/26,Japan,1,0,0,1
6/26,Italy,9,0,9,0
6/26,Indonesia,2,0,2,0
6/26,India,3,0,3,0
6/26,Germany,10,0,9,1
6/26,France,7,0,6,1
6/26,Finland,1,0,1,0
6/26,Colombia,1,0,1,0
6/26,China,7083,644,6341,98
6/26,Bulgaria,0,0,0,0
6/27,Taiwan,681,84,492,105
6/27,Australia,5,0,5,0
6/27,Belgium,0,0,0,0
6/27,Brazil,3,0,2,1
6/27,Bulgaria,0,0,0,0
6/27,Canada,251,37,191,23
6/27,China,7083,645,6344,94
6/27,Colombia,1,0,1,0
6/27,Finland,1,0,1,0
6/27,France,7,0,6,1
6/27,Germany,10,0,9,1
6/27,India,3,0,3,0
6/27,Indonesia,2,0,2,0
6/27,Italy,5,0,5,0
6/27,Japan,0,0,0,0
6/27,Kuwait,1,0,1,0
6/27,Malaysia,5,2,3,0
6/27,Mongolia,9,0,9,0
6/27,New Zealand,1,0,1,0
6/27,Philippines,14,2,12,0
6/27,Poland,0,0,0,0
6/27,Republic of Ireland,1,0,1,0
6/27,Republic of Korea,3,0,3,0
6/27,Romania,1,0,1,0
6/27,Russian Federation,1,0,0,1
6/27,Singapore,206,32,171,3
6/27,Slovenia,0,0,0,0
6/27,South Africa,1,1,0,0
6/27,Spain,1,0,1,0
6/27,Sweden,3,0,3,0
6/27,Switzerland,1,0,1,0
6/27,Thailand,9,2,7,0
6/27,United Kingdom,4,0,4,0
6/27,United States,74,0,64,10
6/27,Viet Nam,63,5,58,0
6/28,Malaysia,5,2,3,0
6/28,Belgium,0,0,0,0
6/28,Brazil,3,0,2,1
6/28,Bulgaria,0,0,0,0
6/28,Canada,251,37,191,23
6/28,China,7083,645,6344,94
6/28,Colombia,1,0,1,0
6/28,Finland,1,0,1,0
6/28,France,7,0,6,1
6/28,Germany,10,0,9,1
6/28,India,3,0,3,0
6/28,Indonesia,2,0,2,0
6/28,Italy,5,0,5,0
6/28,Japan,0,0,0,0
6/28,Kuwait,1,0,1,0
6/28,Viet Nam,63,5,58,0
6/28,Mongolia,9,0,9,0
6/28,New Zealand,1,0,1,0
6/28,Philippines,14,2,12,0
6/28,Poland,0,0,0,0
6/28,Republic of Ireland,1,0,1,0
6/28,Republic of Korea,3,0,3,0
6/28,Romania,1,0,1,0
6/28,Russian Federation,1,0,0,1
6/28,Singapore,206,32,171,3
6/28,Slovenia,0,0,0,0
6/28,South Africa,1,1,0,0
6/28,Spain,1,0,1,0
6/28,Sweden,3,0,3,0
6/28,Switzerland,1,0,1,0
6/28,Taiwan,681,84,492,105
6/28,Thailand,9,2,7,0
6/28,United Kingdom,4,0,4,0
6/28,United States,74,0,64,10
6/28,Australia,5,0,5,0
6/29,Bulgaria,0,0,0,0
6/29,Belgium,0,0,0,0
6/29,United States,74,0,64,10
6/29,Australia,5,0,5,0
6/29,United Kingdom,4,0,4,0
6/29,Thailand,9,2,7,0
6/29,Taiwan,681,84,492,105
6/29,Switzerland,1,0,1,0
6/29,Sweden,3,0,3,0
6/29,Spain,1,0,1,0
6/29,South Africa,1,1,0,0
6/29,Slovenia,0,0,0,0
6/29,Singapore,206,32,171,3
6/29,Russian Federation,1,0,0,1
6/29,Romania,1,0,1,0
6/29,Republic of Korea,3,0,3,0
6/29,Viet Nam,63,5,58,0
6/29,Republic of Ireland,1,0,1,0
6/29,Poland,0,0,0,0
6/29,Philippines,14,2,12,0
6/29,New Zealand,1,0,1,0
6/29,Mongolia,9,0,9,0
6/29,Malaysia,5,2,3,0
6/29,Kuwait,1,0,1,0
6/29,Japan,0,0,0,0
6/29,Italy,5,0,5,0
6/29,Indonesia,2,0,2,0
6/29,India,3,0,3,0
6/29,Germany,10,0,9,1
6/29,France,7,0,6,1
6/29,Finland,1,0,1,0
6/29,Colombia,1,0,1,0
6/29,China,7083,645,6344,94
6/29,Canada,251,37,191,23
6/29,Brazil,3,0,2,1
6/30,Belgium,0,0,0,0
6/30,Viet Nam,63,5,58,0
6/30,United States,73,0,63,10
6/30,United Kingdom,4,0,4,0
6/30,Thailand,9,2,7,0
6/30,Taiwan,678,84,495,99
6/30,Switzerland,1,0,1,0
6/30,Sweden,3,0,3,0
6/30,Spain,1,0,1,0
6/30,South Africa,1,1,0,0
6/30,Slovenia,0,0,0,0
6/30,Singapore,206,32,171,3
6/30,Russian Federation,1,0,0,1
6/30,Romania,1,0,1,0
6/30,Republic of Korea,3,0,3,0
6/30,Republic of Ireland,1,0,1,0
6/30,Poland,0,0,0,0
6/30,Philippines,14,2,12,0
6/30,New Zealand,1,0,1,0
6/30,Mongolia,9,0,9,0
6/30,Malaysia,5,2,3,0
6/30,Kuwait,1,0,1,0
6/30,Japan,0,0,0,0
6/30,Italy,5,0,5,0
6/30,Indonesia,2,0,2,0
6/30,India,3,0,3,0
6/30,Germany,10,0,9,1
6/30,France,7,0,6,1
6/30,Finland,1,0,1,0
6/30,Colombia,1,0,1,0
6/30,China,7083,646,6357,80
6/30,Canada,252,37,192,23
6/30,Bulgaria,0,0,0,0
6/30,Brazil,3,0,2,1
6/30,Australia,5,0,5,0
7/01,Viet Nam,63,5,58,0
7/01,Taiwan,678,84,498,96
7/01,Switzerland,1,0,1,0
7/01,Sweden,3,0,3,0
7/01,Spain,1,0,1,0
7/01,South Africa,1,1,0,0
7/01,Slovenia,0,0,0,0
7/01,Singapore,206,32,171,3
7/01,Russian Federation,1,0,0,1
7/01,Romania,1,0,1,0
7/01,Republic of Korea,3,0,3,0
7/01,Republic of Ireland,1,0,1,0
7/01,Poland,0,0,0,0
7/01,Philippines,14,2,12,0
7/01,New Zealand,1,0,1,0
7/01,Mongolia,9,0,9,0
7/01,Malaysia,5,2,3,0
7/01,Kuwait,1,0,1,0
7/01,Japan,0,0,0,0
7/01,Italy,5,0,5,0
7/01,Indonesia,2,0,2,0
7/01,India,3,0,3,0
7/01,Germany,10,0,9,1
7/01,France,7,0,6,1
7/01,Finland,1,0,1,0
7/01,Colombia,1,0,1,0
7/01,China,7083,646,6360,77
7/01,Canada,252,38,192,22
7/01,Bulgaria,0,0,0,0
7/01,Brazil,1,0,1,0
7/01,Belgium,0,0,0,0
7/01,Australia,5,0,5,0
7/01,United Kingdom,4,0,4,0
7/01,United States,73,0,63,10
7/01,Thailand,9,2,7,0
7/02,Belgium,0,0,0,0
7/02,Australia,5,0,5,0
7/02,Brazil,1,0,1,0
7/02,Bulgaria,0,0,0,0
7/02,Canada,252,38,192,22
7/02,China,7083,646,6363,74
7/02,Colombia,1,0,1,0
7/02,Finland,1,0,1,0
7/02,France,7,0,6,1
7/02,Germany,10,0,9,1
7/02,India,3,0,3,0
7/02,Indonesia,2,0,2,0
7/02,Italy,4,0,4,0
7/02,Japan,0,0,0,0
7/02,Kuwait,1,0,1,0
7/02,Malaysia,5,2,3,0
7/02,Mongolia,9,0,9,0
7/02,New Zealand,1,0,1,0
7/02,Philippines,14,2,12,0
7/02,Poland,0,0,0,0
7/02,Republic of Ireland,1,0,1,0
7/02,Republic of Korea,3,0,3,0
7/02,Romania,1,0,1,0
7/02,Russian Federation,1,0,0,1
7/02,Singapore,206,32,171,3
7/02,Slovenia,0,0,0,0
7/02,South Africa,1,1,0,0
7/02,Spain,1,0,1,0
7/02,Sweden,3,0,3,0
7/02,Switzerland,1,0,1,0
7/02,Taiwan,676,84,498,94
7/02,Thailand,9,2,7,0
7/02,United Kingdom,4,0,4,0
7/02,United States,73,0,63,10
7/02,Viet Nam,63,5,58,0
7/03,Viet Nam,63,5,58,0
7/03,Thailand,9,2,7,0
7/03,Taiwan,674,84,498,92
7/03,Switzerland,1,0,1,0
7/03,Sweden,3,0,3,0
7/03,Spain,1,0,1,0
7/03,South Africa,1,1,0,0
7/03,Slovenia,0,0,0,0
7/03,Singapore,206,32,171,3
7/03,Russian Federation,1,0,0,1
7/03,Romania,1,0,1,0
7/03,Republic of Korea,3,0,3,0
7/03,Republic of Ireland,1,0,1,0
7/03,Poland,0,0,0,0
7/03,Philippines,14,2,12,0
7/03,New Zealand,1,0,1,0
7/03,Mongolia,9,0,9,0
7/03,Malaysia,5,2,3,0
7/03,Kuwait,1,0,1,0
7/03,Japan,0,0,0,0
7/03,Italy,4,0,4,0
7/03,Indonesia,2,0,2,0
7/03,India,3,0,3,0
7/03,Germany,10,0,9,1
7/03,France,7,0,6,1
7/03,Finland,1,0,1,0
7/03,Colombia,1,0,1,0
7/03,China,7083,646,6363,74
7/03,Canada,251,38,193,20
7/03,Bulgaria,0,0,0,0
7/03,Brazil,1,0,1,0
7/03,Belgium,0,0,0,0
7/03,Australia,5,0,5,0
7/03,United States,73,0,65,8
7/03,United Kingdom,4,0,4,0
7/04,Colombia,1,0,1,0
7/04,Viet Nam,63,5,58,0
7/04,Taiwan,674,84,500,90
7/04,Switzerland,1,0,1,0
7/04,Sweden,3,0,3,0
7/04,Spain,1,0,1,0
7/04,South Africa,1,1,0,0
7/04,Slovenia,0,0,0,0
7/04,Singapore,206,32,171,3
7/04,Russian Federation,1,0,0,1
7/04,Romania,1,0,1,0
7/04,Republic of Korea,3,0,3,0
7/04,Republic of Ireland,1,0,1,0
7/04,Poland,0,0,0,0
7/04,Philippines,14,2,12,0
7/04,New Zealand,1,0,1,0
7/04,Mongolia,9,0,9,0
7/04,Malaysia,5,2,3,0
7/04,Kuwait,1,0,1,0
7/04,Japan,0,0,0,0
7/04,Italy,4,0,4,0
7/04,Indonesia,2,0,2,0
7/04,India,3,0,3,0
7/04,Germany,10,0,9,1
7/04,France,7,0,6,1
7/04,Finland,1,0,1,0
7/04,China,7083,646,6365,72
7/04,Canada,251,38,193,20
7/04,Bulgaria,0,0,0,0
7/04,Brazil,1,0,1,0
7/04,Belgium,0,0,0,0
7/04,Australia,5,0,5,0
7/04,United States,73,0,65,8
7/04,United Kingdom,4,0,4,0
7/04,Thailand,9,2,7,0
7/05,Belgium,0,0,0,0
7/05,Australia,5,0,5,0
7/05,Bulgaria,0,0,0,0
7/05,Canada,251,38,193,20
7/05,China,7083,646,6365,72
7/05,Colombia,1,0,1,0
7/05,Finland,1,0,1,0
7/05,France,7,0,6,1
7/05,Germany,10,0,9,1
7/05,India,3,0,3,0
7/05,Indonesia,2,0,2,0
7/05,Italy,4,0,4,0
7/05,Japan,0,0,0,0
7/05,Kuwait,1,0,1,0
7/05,Malaysia,5,2,3,0
7/05,Mongolia,9,0,9,0
7/05,New Zealand,1,0,1,0
7/05,Philippines,14,2,12,0
7/05,Poland,0,0,0,0
7/05,Republic of Ireland,1,0,1,0
7/05,Republic of Korea,3,0,3,0
7/05,Romania,1,0,1,0
7/05,Russian Federation,1,0,0,1
7/05,Singapore,206,32,171,3
7/05,Slovenia,0,0,0,0
7/05,South Africa,1,1,0,0
7/05,Spain,1,0,1,0
7/05,Sweden,3,0,3,0
7/05,Switzerland,1,0,1,0
7/05,Taiwan,674,84,500,90
7/05,Thailand,9,2,7,0
7/05,United Kingdom,4,0,4,0
7/05,United States,73,0,65,8
7/05,Brazil,1,0,1,0
7/05,Viet Nam,63,5,58,0
7/06,Viet Nam,63,5,58,0
7/06,United States,73,0,65,8
7/06,United Kingdom,4,0,4,0
7/06,Thailand,9,2,7,0
7/06,Taiwan,674,84,500,90
7/06,Switzerland,1,0,1,0
7/06,Sweden,3,0,3,0
7/06,Spain,1,0,1,0
7/06,South Africa,1,1,0,0
7/06,Slovenia,0,0,0,0
7/06,Singapore,206,32,171,3
7/06,Russian Federation,1,0,0,1
7/06,Romania,1,0,1,0
7/06,Republic of Korea,3,0,3,0
7/06,Republic of Ireland,1,0,1,0
7/06,Poland,0,0,0,0
7/06,Philippines,14,2,12,0
7/06,New Zealand,1,0,1,0
7/06,Mongolia,9,0,9,0
7/06,Malaysia,5,2,3,0
7/06,Kuwait,1,0,1,0
7/06,Japan,0,0,0,0
7/06,Italy,4,0,4,0
7/06,Indonesia,2,0,2,0
7/06,India,3,0,3,0
7/06,Germany,10,0,9,1
7/06,France,7,0,6,1
7/06,Finland,1,0,1,0
7/06,Colombia,1,0,1,0
7/06,China,7083,646,6365,72
7/06,Canada,251,38,193,20
7/06,Bulgaria,0,0,0,0
7/06,Brazil,1,0,1,0
7/06,Belgium,0,0,0,0
7/06,Australia,5,0,5,0
7/07,Australia,5,0,5,0
7/07,Brazil,1,0,1,0
7/07,Bulgaria,0,0,0,0
7/07,Canada,251,38,193,20
7/07,China,7083,646,6365,72
7/07,Colombia,1,0,1,0
7/07,Finland,1,0,1,0
7/07,France,7,0,6,1
7/07,Germany,10,0,9,1
7/07,India,3,0,3,0
7/07,Indonesia,2,0,2,0
7/07,Italy,4,0,4,0
7/07,Japan,0,0,0,0
7/07,Kuwait,1,0,1,0
7/07,Malaysia,5,2,3,0
7/07,Mongolia,9,0,9,0
7/07,Viet Nam,63,5,58,0
7/07,New Zealand,1,0,1,0
7/07,Philippines,14,2,12,0
7/07,Poland,0,0,0,0
7/07,Republic of Ireland,1,0,1,0
7/07,Republic of Korea,3,0,3,0
7/07,Romania,1,0,1,0
7/07,Russian Federation,1,0,0,1
7/07,Singapore,206,32,171,3
7/07,Slovenia,0,0,0,0
7/07,South Africa,1,1,0,0
7/07,Spain,1,0,1,0
7/07,Sweden,3,0,3,0
7/07,Switzerland,1,0,1,0
7/07,Taiwan,674,84,500,90
7/07,Thailand,9,2,7,0
7/07,United Kingdom,4,0,4,0
7/07,United States,73,0,65,8
7/07,Belgium,0,0,0,0
7/08,Australia,5,0,5,0
7/08,Viet Nam,63,5,58,0
7/08,United States,74,0,64,10
7/08,United Kingdom,4,0,4,0
7/08,Thailand,9,2,7,0
7/08,Taiwan,671,84,502,85
7/08,Switzerland,1,0,1,0
7/08,Sweden,3,0,3,0
7/08,Spain,1,0,1,0
7/08,South Africa,1,1,0,0
7/08,Slovenia,0,0,0,0
7/08,Singapore,206,32,171,3
7/08,Russian Federation,1,0,0,1
7/08,Romania,1,0,1,0
7/08,Republic of Korea,3,0,3,0
7/08,Republic of Ireland,1,0,1,0
7/08,Poland,0,0,0,0
7/08,Philippines,14,2,12,0
7/08,New Zealand,1,0,1,0
7/08,Mongolia,9,0,9,0
7/08,Malaysia,5,2,3,0
7/08,Kuwait,1,0,1,0
7/08,Japan,0,0,0,0
7/08,Italy,4,0,4,0
7/08,Indonesia,2,0,2,0
7/08,India,3,0,3,0
7/08,Germany,10,0,9,1
7/08,France,7,0,6,1
7/08,Finland,1,0,1,0
7/08,Colombia,1,0,1,0
7/08,China,7083,646,6365,72
7/08,Canada,250,38,194,18
7/08,Bulgaria,0,0,0,0
7/08,Brazil,1,0,1,0
7/08,Belgium,0,0,0,0
7/09,New Zealand,1,0,1,0
7/09,Australia,5,0,5,0
7/09,Belgium,0,0,0,0
7/09,Brazil,1,0,1,0
7/09,Bulgaria,0,0,0,0
7/09,Canada,249,38,193,18
7/09,China,7083,646,6371,66
7/09,Colombia,1,0,1,0
7/09,Finland,1,0,1,0
7/09,France,7,0,6,1
7/09,Germany,10,0,9,1
7/09,India,3,0,3,0
7/09,Indonesia,2,0,2,0
7/09,Italy,4,0,4,0
7/09,Japan,0,0,0,0
7/09,Kuwait,1,0,1,0
7/09,Malaysia,5,2,3,0
7/09,Mongolia,9,0,9,0
7/09,Philippines,14,2,12,0
7/09,Poland,0,0,0,0
7/09,Republic of Ireland,1,0,1,0
7/09,Republic of Korea,3,0,3,0
7/09,Romania,1,0,1,0
7/09,Russian Federation,1,0,0,1
7/09,Singapore,206,32,171,3
7/09,Slovenia,0,0,0,0
7/09,South Africa,1,1,0,0
7/09,Spain,1,0,1,0
7/09,Sweden,3,0,3,0
7/09,Switzerland,1,0,1,0
7/09,Taiwan,671,84,504,83
7/09,Thailand,9,2,7,0
7/09,United Kingdom,4,0,4,0
7/09,United States,75,0,67,8
7/09,Viet Nam,63,5,58,0
7/10,Viet Nam,63,5,58,0
7/10,United Kingdom,4,0,4,0
7/10,Thailand,9,2,7,0
7/10,Taiwan,671,84,506,81
7/10,Switzerland,1,0,1,0
7/10,Sweden,3,0,3,0
7/10,Spain,1,0,1,0
7/10,South Africa,1,1,0,0
7/10,Slovenia,0,0,0,0
7/10,Singapore,206,32,172,2
7/10,Russian Federation,1,0,0,1
7/10,Romania,1,0,1,0
7/10,Republic of Korea,3,0,3,0
7/10,Republic of Ireland,1,0,1,0
7/10,Poland,0,0,0,0
7/10,Philippines,14,2,12,0
7/10,New Zealand,1,0,1,0
7/10,Mongolia,9,0,9,0
7/10,Malaysia,5,2,3,0
7/10,Kuwait,1,0,1,0
7/10,Japan,0,0,0,0
7/10,Italy,4,0,4,0
7/10,Indonesia,2,0,2,0
7/10,India,3,0,3,0
7/10,Germany,10,0,9,1
7/10,France,7,0,6,1
7/10,Finland,1,0,1,0
7/10,Colombia,1,0,1,0
7/10,China,7083,646,6373,64
