date,country,CumulativeCase,DeadCase,RecoveredCase,CurrentCase
5/02,United Kingdom,6,0,6,0
5/02,Thailand,7,2,5,0
5/02,Taiwan,100,8,25,67
5/02,Switzerland,1,0,1,0
5/02,Sweden,3,0,2,1
5/02,Spain,1,0,1,0
5/02,South Africa,1,0,0,1
5/02,Slovenia,0,0,0,0
5/02,Singapore,203,25,146,32
5/02,Russian Federation,0,0,0,0
5/02,Romania,1,0,1,0
5/02,Republic of Korea,1,0,0,1
5/02,Republic of Ireland,1,0,1,0
5/02,Poland,1,0,0,1
5/02,Philippines,3,2,1,0
5/02,New Zealand,1,0,1,0
5/02,Mongolia,8,0,4,4
5/02,Malaysia,6,2,3,1
5/02,Kuwait,1,0,1,0
5/02,Japan,0,0,0,0
5/02,Italy,9,0,4,5
5/02,Indonesia,2,0,1,1
5/02,India,0,0,0,0
5/02,Germany,7,0,7,0
5/02,France,5,0,4,1
5/02,Finland,0,0,0,0
5/02,Colombia,0,0,0,0
5/02,China,5411,351,2250,2810
5/02,Canada,149,22,93,34
5/02,Bulgaria,1,0,0,1
5/02,Brazil,2,0,2,0
5/02,Australia,4,0,4,0
5/03,Belgium,0,0,0,0
5/03,Viet Nam,63,5,58,0
5/03,United States,54,0,24,30
5/03,United Kingdom,6,0,6,0
5/03,Thailand,7,2,5,0
5/03,Taiwan,100,8,25,67
5/03,Switzerland,1,0,1,0
5/03,Sweden,3,0,2,1
5/03,Spain,1,0,1,0
5/03,South Africa,1,0,1,0
5/03,Slovenia,0,0,0,0
5/03,Singapore,203,25,147,31
5/03,Russian Federation,0,0,0,0
5/03,Romania,1,0,1,0
5/03,Republic of Korea,1,0,0,1
5/03,Republic of Ireland,1,0,1,0
5/03,Poland,1,0,0,1
5/03,Philippines,3,2,1,0
5/03,New Zealand,1,0,1,0
5/03,Mongolia,8,0,4,4
5/03,Malaysia,6,2,3,1
5/03,Kuwait,1,0,1,0
5/03,Japan,0,0,0,0
5/03,Italy,9,0,4,5
5/03,Indonesia,2,0,1,1
5/03,India,0,0,0,0
5/03,Germany,7,0,7,0
5/03,France,5,0,4,1
5/03,Finland,0,0,0,0
5/03,Colombia,0,0,0,0
5/03,China,5593,369,2304,2920
5/03,Canada,149,22,94,33
5/03,Bulgaria,1,0,0,1
5/03,Brazil,2,0,2,0
5/03,Australia,4,0,4,0
5/04,Belgium,0,0,0,0
5/04,Brazil,2,0,2,0
5/04,Viet Nam,63,5,58,0
5/04,United States,54,0,24,30
5/04,United Kingdom,6,0,6,0
5/04,Thailand,7,2,5,0
5/04,Taiwan,100,8,25,67
5/04,Switzerland,1,0,1,0
5/04,Sweden,3,0,2,1
5/04,Spain,1,0,1,0
5/04,South Africa,1,0,1,0
5/04,Slovenia,0,0,0,0
5/04,Singapore,203,25,147,31
5/04,Russian Federation,0,0,0,0
5/04,Romania,1,0,1,0
5/04,Republic of Korea,1,0,0,1
5/04,Republic of Ireland,1,0,1,0
5/04,Poland,1,0,0,1
5/04,Philippines,3,2,1,0
5/04,New Zealand,1,0,1,0
5/04,Mongolia,8,0,4,4
5/04,Malaysia,6,2,3,1
5/04,Kuwait,1,0,1,0
5/04,Japan,0,0,0,0
5/04,Italy,9,0,4,5
5/04,Indonesia,2,0,1,1
5/04,India,0,0,0,0
5/04,Germany,7,0,7,0
5/04,France,5,0,4,1
5/04,Finland,0,0,0,0
5/04,Colombia,0,0,0,0
5/04,China,5593,369,2304,2920
5/04,Canada,149,22,94,33
5/04,Bulgaria,1,0,0,1
5/04,Australia,4,0,4,0
5/05,Belgium,0,0,0,0
5/05,Australia,4,0,4,0
5/05,Viet Nam,63,5,58,0
5/05,United States,61,0,26,35
5/05,United Kingdom,6,0,6,0
5/05,Thailand,7,2,5,0
5/05,Taiwan,116,8,25,83
5/05,Switzerland,1,0,1,0
5/05,Sweden,3,0,2,1
5/05,Spain,1,0,1,0
5/05,South Africa,1,1,0,0
5/05,Slovenia,0,0,0,0
5/05,Singapore,204,26,149,29
5/05,Russian Federation,0,0,0,0
5/05,Romania,1,0,1,0
5/05,Republic of Korea,1,0,0,1
5/05,Republic of Ireland,1,0,1,0
5/05,Poland,1,0,0,1
5/05,Philippines,3,2,1,0
5/05,New Zealand,1,0,1,0
5/05,Mongolia,8,0,4,4
5/05,Malaysia,7,2,4,1
5/05,Kuwait,1,0,1,0
5/05,Japan,0,0,0,0
5/05,Italy,9,0,4,5
5/05,Indonesia,2,0,1,1
5/05,India,0,0,0,0
5/05,Germany,7,0,7,0
5/05,France,5,0,4,1
5/05,Finland,0,0,0,0
5/05,Colombia,0,0,0,0
5/05,China,5918,393,2363,3162
5/05,Canada,148,22,93,33
5/05,Bulgaria,1,0,0,1
5/05,Brazil,2,0,2,0
5/06,Republic of Ireland,1,0,1,0
5/06,Viet Nam,63,5,58,0
5/06,United States,65,0,32,33
5/06,United Kingdom,6,0,6,0
5/06,Thailand,7,2,5,0
5/06,Taiwan,116,10,25,81
5/06,Switzerland,1,0,1,0
5/06,Sweden,3,0,2,1
5/06,Spain,1,0,1,0
5/06,South Africa,1,1,0,0
5/06,Slovenia,0,0,0,0
5/06,Singapore,204,27,149,28
5/06,Russian Federation,0,0,0,0
5/06,Romania,1,0,1,0
5/06,Republic of Korea,1,0,0,1
5/06,Poland,1,0,0,1
5/06,Philippines,3,2,1,0
5/06,New Zealand,1,0,1,0
5/06,Mongolia,8,0,4,4
5/06,Malaysia,7,2,4,1
5/06,Kuwait,1,0,1,0
5/06,Japan,0,0,0,0
5/06,Italy,9,0,4,5
5/06,Indonesia,2,0,1,1
5/06,India,1,0,0,1
5/06,Germany,7,0,7,0
5/06,France,5,0,4,1
5/06,Finland,0,0,0,0
5/06,Colombia,1,0,1,0
5/06,China,6056,407,2418,3231
5/06,Canada,148,22,93,33
5/06,Bulgaria,1,0,0,1
5/06,Brazil,2,0,2,0
5/06,Australia,4,0,4,0
5/06,Belgium,0,0,0,0
5/07,United States,65,0,32,33
5/07,Australia,4,0,4,0
5/07,Bulgaria,1,0,0,1
5/07,Canada,146,22,93,31
5/07,Brazil,2,0,2,0
5/07,China,6215,423,2471,3321
5/07,Colombia,1,0,1,0
5/07,Finland,0,0,0,0
5/07,France,6,0,4,2
5/07,Germany,8,0,7,1
5/07,India,1,0,0,1
5/07,Indonesia,2,0,1,1
5/07,Italy,9,0,5,4
5/07,Japan,0,0,0,0
5/07,Kuwait,1,0,1,0
5/07,Malaysia,7,2,4,1
5/07,Belgium,0,0,0,0
5/07,Mongolia,9,0,6,3
5/07,New Zealand,1,0,1,0
5/07,Philippines,10,2,2,6
5/07,Poland,1,0,0,1
5/07,Republic of Ireland,1,0,1,0
5/07,Republic of Korea,1,0,0,1
5/07,Romania,1,0,1,0
5/07,Russian Federation,0,0,0,0
5/07,Singapore,204,27,150,27
5/07,Slovenia,0,0,0,0
5/07,South Africa,1,1,0,0
5/07,Spain,1,0,1,0
5/07,Sweden,3,0,2,1
5/07,Switzerland,1,0,1,0
5/07,Taiwan,125,11,26,88
5/07,Thailand,7,2,5,0
5/07,United Kingdom,6,0,6,0
5/07,Viet Nam,63,5,58,0
5/08,Belgium,0,0,0,0
5/08,Australia,4,0,4,0
5/08,Brazil,2,0,2,0
5/08,Bulgaria,1,0,0,1
5/08,Canada,146,22,95,29
5/08,China,6360,432,2537,3391
5/08,Colombia,1,0,1,0
5/08,Finland,1,0,0,1
5/08,France,6,0,4,2
5/08,Germany,8,0,7,1
5/08,India,1,0,0,1
5/08,Indonesia,2,0,1,1
5/08,Italy,9,0,6,3
5/08,Japan,0,0,0,0
5/08,Kuwait,1,0,1,0
5/08,Malaysia,7,2,4,1
5/08,Mongolia,9,0,6,3
5/08,New Zealand,1,0,1,0
5/08,Philippines,10,2,2,6
5/08,Poland,1,0,0,1
5/08,Republic of Ireland,1,0,1,0
5/08,Republic of Korea,1,0,1,0
5/08,Romania,1,0,1,0
5/08,Russian Federation,0,0,0,0
5/08,Singapore,204,27,153,24
5/08,Slovenia,0,0,0,0
5/08,South Africa,1,1,0,0
5/08,Spain,1,0,1,0
5/08,Sweden,3,0,2,1
5/08,Switzerland,1,0,1,0
5/08,Taiwan,131,13,26,92
5/08,Thailand,7,2,5,0
5/08,United Kingdom,6,0,6,0
5/08,United States,63,0,33,30
5/08,Viet Nam,63,5,58,0
5/09,Viet Nam,63,5,58,0
5/09,Belgium,0,0,0,0
5/09,Brazil,2,0,2,0
5/09,Bulgaria,1,0,0,1
5/09,Canada,145,22,94,29
5/09,China,6472,440,2597,3435
5/09,Colombia,1,0,1,0
5/09,Finland,1,0,0,1
5/09,France,6,0,4,2
5/09,Germany,9,0,9,0
5/09,India,1,0,0,1
5/09,Indonesia,2,0,1,1
5/09,Italy,9,0,9,0
5/09,Japan,0,0,0,0
5/09,Kuwait,1,0,1,0
5/09,Malaysia,6,2,4,0
5/09,Mongolia,9,0,6,3
5/09,New Zealand,1,0,1,0
5/09,Philippines,10,2,2,6
5/09,Poland,1,0,0,1
5/09,Republic of Ireland,1,0,1,0
5/09,Republic of Korea,1,0,1,0
5/09,Romania,1,0,1,0
5/09,Russian Federation,0,0,0,0
5/09,Singapore,204,27,153,24
5/09,Slovenia,0,0,0,0
5/09,South Africa,1,1,0,0
5/09,Spain,1,0,1,0
5/09,Sweden,3,0,2,1
5/09,Switzerland,1,0,1,0
5/09,Taiwan,149,13,26,110
5/09,Thailand,7,2,5,0
5/09,United Kingdom,6,0,6,0
5/09,United States,63,0,33,30
5/09,Australia,4,0,4,0
5/10,Viet Nam,63,5,58,0
5/10,United States,64,0,34,30
5/10,United Kingdom,6,0,6,0
5/10,Thailand,7,2,5,0
5/10,Taiwan,172,18,26,128
5/10,Switzerland,1,0,1,0
5/10,Sweden,3,0,2,1
5/10,Spain,1,0,1,0
5/10,South Africa,1,1,0,0
5/10,Slovenia,0,0,0,0
5/10,Singapore,205,27,155,23
5/10,Russian Federation,0,0,0,0
5/10,Romania,1,0,1,0
5/10,Republic of Korea,1,0,1,0
5/10,Republic of Ireland,1,0,1,0
5/10,Poland,1,0,0,1
5/10,Philippines,10,2,2,6
5/10,New Zealand,1,0,1,0
5/10,Mongolia,9,0,6,3
5/10,Malaysia,7,2,4,1
5/10,Kuwait,1,0,1,0
5/10,Japan,0,0,0,0
5/10,Italy,9,0,9,0
5/10,Indonesia,2,0,1,1
5/10,India,1,0,0,1
5/10,Germany,9,0,9,0
5/10,France,7,0,4,3
5/10,Finland,1,0,0,1
5/10,Colombia,1,0,1,0
5/10,China,6559,447,2655,3457
5/10,Canada,145,22,97,26
5/10,Bulgaria,1,0,0,1
5/10,Brazil,2,0,2,0
5/10,Belgium,0,0,0,0
5/10,Australia,4,0,4,0
5/11,Malaysia,7,2,4,1
5/11,Australia,4,0,4,0
5/11,Belgium,0,0,0,0
5/11,Brazil,2,0,2,0
5/11,Bulgaria,1,0,0,1
5/11,Canada,145,22,97,26
5/11,China,6559,447,2655,3457
5/11,Colombia,1,0,1,0
5/11,Finland,1,0,0,1
5/11,France,7,0,4,3
5/11,Germany,9,0,9,0
5/11,India,1,0,0,1
5/11,Indonesia,2,0,1,1
5/11,Italy,9,0,9,0
5/11,Japan,0,0,0,0
5/11,Kuwait,1,0,1,0
5/11,Mongolia,9,0,6,3
5/11,New Zealand,1,0,1,0
5/11,Philippines,10,2,2,6
5/11,Poland,1,0,0,1
5/11,Republic of Ireland,1,0,1,0
5/11,Republic of Korea,1,0,1,0
5/11,Romania,1,0,1,0
5/11,Russian Federation,0,0,0,0
5/11,Singapore,205,27,155,23
5/11,Slovenia,0,0,0,0
5/11,South Africa,1,1,0,0
5/11,Spain,1,0,1,0
5/11,Sweden,3,0,2,1
5/11,Switzerland,1,0,1,0
5/11,Taiwan,172,18,26,128
5/11,Thailand,7,2,5,0
5/11,United Kingdom,6,0,6,0
5/11,United States,64,0,34,30
5/11,Viet Nam,63,5,58,0
5/12,Belgium,0,0,0,0
5/12,United States,64,0,34,30
5/12,United Kingdom,6,0,6,0
5/12,Thailand,7,2,5,0
5/12,Taiwan,184,20,26,138
5/12,Switzerland,1,0,1,0
5/12,Sweden,3,0,2,1
5/12,Spain,1,0,1,0
5/12,South Africa,1,1,0,0
5/12,Slovenia,0,0,0,0
5/12,Singapore,205,28,156,21
5/12,Russian Federation,0,0,0,0
5/12,Romania,1,0,1,0
5/12,Republic of Korea,2,0,1,1
5/12,Republic of Ireland,1,0,1,0
5/12,Poland,1,0,0,1
5/12,Australia,6,0,6,0
5/12,Philippines,10,2,3,5
5/12,New Zealand,1,0,1,0
5/12,Mongolia,9,0,6,3
5/12,Malaysia,7,2,4,1
5/12,Kuwait,1,0,1,0
5/12,Japan,0,0,0,0
5/12,Italy,9,0,8,1
5/12,Indonesia,2,0,1,1
5/12,India,1,0,0,1
5/12,Germany,9,0,9,0
5/12,France,7,0,4,3
5/12,Finland,1,0,0,1
5/12,Colombia,1,0,1,0
5/12,China,6697,470,2759,3468
5/12,Canada,143,22,98,23
5/12,Bulgaria,1,0,0,1
5/12,Brazil,2,0,2,0
5/12,Viet Nam,63,5,58,0
5/13,Republic of Korea,2,0,1,1
5/13,Australia,6,0,6,0
5/13,Belgium,0,0,0,0
5/13,Brazil,2,0,2,0
5/13,Bulgaria,1,0,0,1
5/13,Canada,143,22,99,22
5/13,China,6758,487,2855,3416
5/13,Colombia,1,0,1,0
5/13,Finland,1,0,0,1
5/13,France,7,0,4,3
5/13,Germany,9,0,9,0
5/13,India,3,0,0,3
5/13,Indonesia,2,0,1,1
5/13,Italy,9,0,9,0
5/13,Japan,0,0,0,0
5/13,Kuwait,1,0,1,0
5/13,Malaysia,7,2,4,1
5/13,Mongolia,9,0,6,3
5/13,New Zealand,1,0,1,0
5/13,Philippines,10,2,3,5
5/13,Poland,0,0,0,0
5/13,Republic of Ireland,1,0,1,0
5/13,Romania,1,0,1,0
5/13,Russian Federation,0,0,0,0
5/13,Singapore,205,28,157,20
5/13,Slovenia,0,0,0,0
5/13,South Africa,1,1,0,0
5/13,Spain,1,0,1,0
5/13,Sweden,3,0,3,0
5/13,Switzerland,1,0,1,0
5/13,Taiwan,207,24,30,153
5/13,Thailand,7,2,5,0
5/13,United Kingdom,4,0,4,0
5/13,United States,64,0,35,29
5/13,Viet Nam,63,5,58,0
5/14,Belgium,0,0,0,0
5/14,Bulgaria,1,0,0,1
5/14,Canada,143,23,104,16
5/14,China,6823,494,2939,3390
5/14,Colombia,1,0,1,0
5/14,Finland,1,0,0,1
5/14,France,7,0,4,3
5/14,Germany,9,0,9,0
5/14,India,3,0,0,3
5/14,Indonesia,2,0,2,0
5/14,Italy,9,0,9,0
5/14,Japan,0,0,0,0
5/14,Kuwait,1,0,1,0
5/14,Malaysia,7,2,5,0
5/14,Mongolia,9,0,6,3
5/14,New Zealand,1,0,1,0
5/14,Australia,6,0,6,0
5/14,Philippines,10,2,3,5
5/14,Poland,0,0,0,0
5/14,Republic of Ireland,1,0,1,0
5/14,Republic of Korea,3,0,1,2
5/14,Romania,1,0,1,0
5/14,Russian Federation,0,0,0,0
5/14,Singapore,205,28,157,20
5/14,Slovenia,0,0,0,0
5/14,South Africa,1,1,0,0
5/14,Spain,1,0,1,0
5/14,Sweden,3,0,3,0
5/14,Switzerland,1,0,1,0
5/14,Taiwan,238,30,38,170
5/14,Thailand,8,2,5,1
5/14,United Kingdom,4,0,4,0
5/14,United States,64,0,35,29
5/14,Viet Nam,63,5,58,0
5/14,Brazil,2,0,2,0
5/15,Australia,6,0,6,0
5/15,Viet Nam,63,5,58,0
5/15,United States,64,0,35,29
5/15,United Kingdom,4,0,4,0
5/15,Thailand,8,2,5,1
5/15,Taiwan,264,30,38,196
5/15,Switzerland,1,0,1,0
5/15,Sweden,3,0,3,0
5/15,Spain,1,0,1,0
5/15,South Africa,1,1,0,0
5/15,Slovenia,0,0,0,0
5/15,Singapore,205,28,157,20
5/15,Russian Federation,0,0,0,0
5/15,Romania,1,0,1,0
5/15,Republic of Korea,3,0,1,2
5/15,Republic of Ireland,1,0,1,0
5/15,Poland,0,0,0,0
5/15,Philippines,12,2,4,6
5/15,New Zealand,1,0,1,0
5/15,Mongolia,9,0,7,2
5/15,Malaysia,7,2,5,0
5/15,Kuwait,1,0,1,0
5/15,Japan,0,0,0,0
5/15,Italy,9,0,9,0
5/15,Indonesia,2,0,2,0
5/15,India,3,0,3,0
5/15,Germany,9,0,9,0
5/15,France,7,0,4,3
5/15,Finland,1,0,0,1
5/15,Colombia,1,0,1,0
5/15,China,6867,505,3018,3344
5/15,Canada,142,23,107,12
5/15,Bulgaria,1,0,0,1
5/15,Brazil,2,0,2,0
5/15,Belgium,0,0,0,0
5/16,New Zealand,1,0,1,0
5/16,Viet Nam,63,5,58,0
5/16,United States,65,0,34,31
5/16,United Kingdom,4,0,4,0
5/16,Thailand,8,2,5,1
5/16,Taiwan,274,35,46,193
5/16,Switzerland,1,0,1,0
5/16,Sweden,3,0,3,0
5/16,Spain,1,0,1,0
5/16,South Africa,1,1,0,0
5/16,Slovenia,0,0,0,0
5/16,Singapore,205,28,157,20
5/16,Russian Federation,0,0,0,0
5/16,Romania,1,0,1,0
5/16,Republic of Korea,3,0,1,2
5/16,Republic of Ireland,1,0,1,0
5/16,Poland,0,0,0,0
5/16,Philippines,12,2,4,6
5/16,Mongolia,9,0,7,2
5/16,Malaysia,7,2,5,0
5/16,Kuwait,1,0,1,0
5/16,Japan,0,0,0,0
5/16,Italy,9,0,9,0
5/16,Indonesia,2,0,2,0
5/16,India,3,0,3,0
5/16,Germany,9,0,9,0
5/16,France,7,0,4,3
5/16,Finland,1,0,0,1
5/16,Colombia,1,0,1,0
5/16,China,6898,513,3118,3267
5/16,Canada,140,23,106,11
5/16,Bulgaria,1,0,0,1
5/16,Brazil,2,0,2,0
5/16,Belgium,0,0,0,0
5/16,Australia,6,0,6,0
5/17,Belgium,0,0,0,0
5/17,United States,66,0,34,32
5/17,United Kingdom,4,0,4,0
5/17,Thailand,8,2,5,1
5/17,Taiwan,274,35,46,193
5/17,Switzerland,1,0,1,0
5/17,Sweden,3,0,3,0
5/17,Spain,1,0,1,0
5/17,South Africa,1,1,0,0
5/17,Slovenia,0,0,0,0
5/17,Singapore,205,28,157,20
5/17,Russian Federation,0,0,0,0
5/17,Romania,1,0,1,0
5/17,Republic of Korea,3,0,1,2
5/17,Republic of Ireland,1,0,1,0
5/17,Poland,0,0,0,0
5/17,Philippines,12,2,4,6
5/17,New Zealand,1,0,1,0
5/17,Mongolia,9,0,7,2
5/17,Malaysia,7,2,5,0
5/17,Kuwait,1,0,1,0
5/17,Japan,0,0,0,0
5/17,Australia,6,0,6,0
5/17,Italy,9,0,9,0
5/17,Indonesia,2,0,2,0
5/17,India,3,0,3,0
5/17,Germany,9,0,9,0
5/17,France,7,0,6,1
5/17,Finland,1,0,0,1
5/17,Colombia,1,0,1,0
5/17,China,6920,525,3200,3195
5/17,Canada,140,23,106,11
5/17,Bulgaria,0,0,0,0
5/17,Brazil,2,0,2,0
5/17,Viet Nam,63,5,58,0
5/18,Viet Nam,63,5,58,0
5/18,Belgium,0,0,0,0
5/18,Brazil,2,0,2,0
5/18,Bulgaria,0,0,0,0
5/18,Canada,140,23,106,11
5/18,China,6920,525,3200,3195
5/18,Colombia,1,0,1,0
5/18,Finland,1,0,0,1
5/18,France,7,0,6,1
5/18,Germany,9,0,9,0
5/18,India,3,0,3,0
5/18,Indonesia,2,0,2,0
5/18,Italy,9,0,9,0
5/18,Japan,0,0,0,0
5/18,Kuwait,1,0,1,0
5/18,Malaysia,7,2,5,0
5/18,Mongolia,9,0,7,2
5/18,New Zealand,1,0,1,0
5/18,Philippines,12,2,4,6
5/18,Poland,0,0,0,0
5/18,Republic of Ireland,1,0,1,0
5/18,Republic of Korea,3,0,1,2
5/18,Romania,1,0,1,0
5/18,Russian Federation,0,0,0,0
5/18,Singapore,205,28,157,20
5/18,Slovenia,0,0,0,0
5/18,South Africa,1,1,0,0
5/18,Spain,1,0,1,0
5/18,Sweden,3,0,3,0
5/18,Switzerland,1,0,1,0
5/18,Taiwan,274,35,46,193
5/18,Thailand,8,2,5,1
5/18,United Kingdom,4,0,4,0
5/18,United States,66,0,34,32
5/18,Australia,6,0,6,0
5/19,Belgium,0,0,0,0
5/19,Viet Nam,63,5,58,0
5/19,United States,67,0,34,33
5/19,United Kingdom,4,0,4,0
5/19,Thailand,8,2,5,1
5/19,Taiwan,344,40,50,254
5/19,Switzerland,1,0,1,0
5/19,Sweden,3,0,3,0
5/19,Spain,1,0,1,0
5/19,South Africa,1,1,0,0
5/19,Slovenia,0,0,0,0
5/19,Singapore,206,28,160,18
5/19,Russian Federation,0,0,0,0
5/19,Romania,1,0,1,0
5/19,Republic of Korea,3,0,1,2
5/19,Republic of Ireland,1,0,1,0
5/19,Poland,0,0,0,0
5/19,Philippines,12,2,8,2
5/19,New Zealand,1,0,1,0
5/19,Mongolia,9,0,8,1
5/19,Malaysia,7,2,5,0
5/19,Kuwait,1,0,1,0
5/19,Japan,0,0,0,0
5/19,Italy,9,0,9,0
5/19,Indonesia,2,0,2,0
5/19,India,3,0,3,0
5/19,Germany,9,0,9,0
5/19,France,7,0,6,1
5/19,Finland,1,0,0,1
5/19,Colombia,1,0,1,0
5/19,China,6951,537,3361,3053
5/19,Canada,140,23,106,11
5/19,Bulgaria,0,0,0,0
5/19,Brazil,2,0,2,0
5/19,Australia,6,0,6,0
5/20,Belgium,0,0,0,0
5/20,Australia,6,0,6,0
5/20,Brazil,2,0,2,0
5/20,Bulgaria,0,0,0,0
5/20,Canada,140,23,106,11
5/20,China,6967,547,3483,2937
5/20,Colombia,1,0,1,0
5/20,Finland,1,0,0,1
5/20,France,7,0,6,1
5/20,Germany,9,0,9,0
5/20,India,3,0,3,0
5/20,Indonesia,2,0,2,0
5/20,Italy,9,0,9,0
5/20,Japan,0,0,0,0
5/20,Kuwait,1,0,1,0
5/20,Malaysia,7,2,5,0
5/20,Mongolia,9,0,8,1
5/20,New Zealand,1,0,1,0
5/20,Philippines,12,2,8,2
5/20,Poland,0,0,0,0
5/20,Republic of Ireland,1,0,1,0
5/20,Republic of Korea,3,0,2,1
5/20,Romania,1,0,1,0
5/20,Russian Federation,0,0,0,0
5/20,Singapore,206,28,161,17
5/20,Slovenia,0,0,0,0
5/20,South Africa,1,1,0,0
5/20,Spain,1,0,1,0
5/20,Sweden,3,0,3,0
5/20,Switzerland,1,0,1,0
5/20,Taiwan,383,52,63,268
5/20,Thailand,8,2,5,1
5/20,United Kingdom,4,0,4,0
5/20,United States,67,0,34,33
5/20,Viet Nam,63,5,58,0
5/21,Viet Nam,63,5,58,0
5/21,Belgium,0,0,0,0
5/21,Brazil,2,0,2,0
5/21,Bulgaria,0,0,0,0
5/21,Canada,140,23,108,9
5/21,China,6968,551,3572,2845
5/21,Colombia,1,0,1,0
5/21,Finland,1,0,1,0
5/21,France,7,0,6,1
5/21,Germany,9,0,9,0
5/21,India,3,0,3,0
5/21,Indonesia,2,0,2,0
5/21,Italy,9,0,9,0
5/21,Japan,0,0,0,0
5/21,Kuwait,1,0,1,0
5/21,Malaysia,8,2,5,1
5/21,Mongolia,9,0,8,1
5/21,New Zealand,1,0,1,0
5/21,Philippines,12,2,10,0
5/21,Poland,0,0,0,0
5/21,Republic of Ireland,1,0,1,0
5/21,Republic of Korea,3,0,2,1
5/21,Romania,1,0,1,0
5/21,Russian Federation,0,0,0,0
5/21,Singapore,206,28,161,17
5/21,Slovenia,0,0,0,0
5/21,South Africa,1,1,0,0
5/21,Spain,1,0,1,0
5/21,Sweden,3,0,3,0
5/21,Switzerland,1,0,1,0
5/21,Taiwan,418,52,71,295
5/21,Thailand,8,2,5,1
5/21,United Kingdom,4,0,4,0
5/21,United States,66,0,33,33
5/21,Australia,6,0,6,0
5/22,Australia,6,0,6,0
5/22,Belgium,0,0,0,0
5/22,Brazil,2,0,2,0
5/22,Bulgaria,0,0,0,0
5/22,Canada,140,23,109,8
5/22,China,6995,558,3692,2745
5/22,Colombia,1,0,1,0
5/22,Finland,1,0,1,0
5/22,France,7,0,6,1
5/22,Germany,9,0,9,0
5/22,India,3,0,3,0
5/22,Indonesia,2,0,2,0
5/22,Italy,9,0,9,0
5/22,Japan,0,0,0,0
5/22,Kuwait,1,0,1,0
5/22,Malaysia,8,2,5,1
5/22,Mongolia,9,0,8,1
5/22,New Zealand,1,0,1,0
5/22,Philippines,12,2,10,0
5/22,Poland,0,0,0,0
5/22,Republic of Ireland,1,0,1,0
5/22,Republic of Korea,3,0,2,1
5/22,Romania,1,0,1,0
5/22,Russian Federation,0,0,0,0
5/22,Singapore,206,29,162,15
5/22,Slovenia,0,0,0,0
5/22,South Africa,1,1,0,0
5/22,Spain,1,0,1,0
5/22,Sweden,3,0,3,0
5/22,Switzerland,1,0,1,0
5/22,Taiwan,483,60,74,349
5/22,Thailand,8,2,5,1
5/22,United Kingdom,4,0,4,0
5/22,United States,65,0,33,32
5/22,Viet Nam,63,5,58,0
5/23,Philippines,12,2,10,0
5/23,Viet Nam,63,5,58,0
5/23,United States,65,0,33,32
5/23,United Kingdom,4,0,4,0
5/23,Thailand,8,2,5,1
5/23,Taiwan,538,60,82,396
5/23,Switzerland,1,0,1,0
5/23,Sweden,3,0,3,0
5/23,Spain,1,0,1,0
5/23,South Africa,1,1,0,0
5/23,Slovenia,0,0,0,0
5/23,Singapore,206,31,163,12
5/23,Russian Federation,0,0,0,0
5/23,Romania,1,0,1,0
5/23,Republic of Korea,3,0,2,1
5/23,Republic of Ireland,1,0,1,0
5/23,Poland,0,0,0,0
5/23,New Zealand,1,0,1,0
5/23,Mongolia,9,0,8,1
5/23,Malaysia,8,2,5,1
5/23,Kuwait,1,0,1,0
5/23,Japan,0,0,0,0
5/23,Italy,9,0,9,0
5/23,Indonesia,2,0,2,0
5/23,India,3,0,3,0
5/23,Germany,9,0,9,0
5/23,France,7,0,6,1
5/23,Finland,1,0,1,0
5/23,Colombia,1,0,1,0
5/23,China,7011,563,3799,2649
5/23,Canada,140,23,109,8
5/23,Bulgaria,0,0,0,0
5/23,Brazil,2,0,2,0
5/23,Belgium,0,0,0,0
5/23,Australia,6,0,6,0
5/24,Viet Nam,63,5,58,0
5/24,Australia,6,0,6,0
5/24,Belgium,0,0,0,0
5/24,Brazil,2,0,2,0
5/24,Bulgaria,0,0,0,0
5/24,Canada,140,23,109,8
5/24,China,7035,570,3911,2554
5/24,Colombia,1,0,1,0
5/24,Finland,1,0,1,0
5/24,France,7,0,6,1
5/24,Germany,9,0,9,0
5/24,India,3,0,3,0
5/24,Indonesia,2,0,2,0
5/24,Italy,9,0,9,0
5/24,Japan,0,0,0,0
5/24,Kuwait,1,0,1,0
5/24,Malaysia,8,2,5,1
5/24,Mongolia,9,0,8,1
5/24,New Zealand,1,0,1,0
5/24,Philippines,12,2,10,0
5/24,Poland,0,0,0,0
5/24,Republic of Ireland,1,0,1,0
5/24,Republic of Korea,3,0,2,1
5/24,Romania,1,0,1,0
5/24,Russian Federation,0,0,0,0
5/24,Singapore,206,31,163,12
5/24,Slovenia,0,0,0,0
5/24,South Africa,1,1,0,0
5/24,Spain,1,0,1,0
5/24,Sweden,3,0,3,0
5/24,Switzerland,1,0,1,0
5/24,Taiwan,538,60,82,396
5/24,Thailand,8,2,5,1
5/24,United Kingdom,4,0,4,0
5/24,United States,65,0,33,32
5/25,Australia,6,0,6,0
5/25,United Kingdom,4,0,4,0
5/25,Thailand,8,2,5,1
5/25,Taiwan,538,60,82,396
5/25,Switzerland,1,0,1,0
5/25,Sweden,3,0,3,0
5/25,Spain,1,0,1,0
5/25,South Africa,1,1,0,0
5/25,Slovenia,0,0,0,0
5/25,Singapore,206,31,163,12
5/25,Russian Federation,0,0,0,0
