date	country	value	key
5/15	Republic of Ireland	0	CurrentCase
5/15	Republic of Ireland	1	RecoveredCase
5/15	Poland	0	DeadCase
5/15	Poland	0	CurrentCase
5/15	Poland	0	RecoveredCase
5/15	Philippines	2	DeadCase
5/15	Philippines	6	CurrentCase
5/15	Philippines	4	RecoveredCase
5/15	New Zealand	0	DeadCase
5/15	New Zealand	0	CurrentCase
5/15	New Zealand	1	RecoveredCase
5/15	Mongolia	0	DeadCase
5/15	Mongolia	2	CurrentCase
5/15	Mongolia	7	RecoveredCase
5/15	Malaysia	2	DeadCase
5/15	Malaysia	0	CurrentCase
5/15	Malaysia	5	RecoveredCase
5/15	Kuwait	0	DeadCase
5/15	Kuwait	0	CurrentCase
5/15	Kuwait	1	RecoveredCase
5/15	Japan	0	DeadCase
5/15	Japan	0	CurrentCase
5/15	Japan	0	RecoveredCase
5/15	Italy	0	DeadCase
5/15	Italy	0	CurrentCase
5/15	Italy	9	RecoveredCase
5/15	Indonesia	0	DeadCase
5/15	Indonesia	0	CurrentCase
5/15	Indonesia	2	RecoveredCase
5/15	India	0	DeadCase
5/15	India	0	CurrentCase
5/15	India	3	RecoveredCase
5/15	Germany	0	DeadCase
5/15	Germany	0	CurrentCase
5/15	Germany	9	RecoveredCase
5/15	France	0	DeadCase
5/15	France	3	CurrentCase
5/15	France	4	RecoveredCase
5/15	Finland	0	DeadCase
5/15	Finland	1	CurrentCase
5/15	Finland	0	RecoveredCase
5/15	Colombia	0	DeadCase
5/15	Colombia	0	CurrentCase
5/15	Colombia	1	RecoveredCase
5/15	China	505	DeadCase
5/15	China	3344	CurrentCase
5/15	China	3018	RecoveredCase
5/15	Canada	23	DeadCase
5/15	Canada	12	CurrentCase
5/15	Canada	107	RecoveredCase
5/15	Bulgaria	0	DeadCase
5/15	Bulgaria	1	CurrentCase
5/15	Bulgaria	0	RecoveredCase
5/15	Brazil	0	DeadCase
5/15	Brazil	0	CurrentCase
5/15	Brazil	2	RecoveredCase
5/15	Belgium	0	DeadCase
5/15	Belgium	0	CurrentCase
5/15	Belgium	0	RecoveredCase
5/16	New Zealand	0	DeadCase
5/16	New Zealand	0	CurrentCase
5/16	New Zealand	1	RecoveredCase
5/16	Viet Nam	5	DeadCase
5/16	Viet Nam	0	CurrentCase
5/16	Viet Nam	58	RecoveredCase
5/16	United States	0	DeadCase
5/16	United States	31	CurrentCase
5/16	United States	34	RecoveredCase
5/16	United Kingdom	0	DeadCase
5/16	United Kingdom	0	CurrentCase
5/16	United Kingdom	4	RecoveredCase
5/16	Thailand	2	DeadCase
5/16	Thailand	1	CurrentCase
5/16	Thailand	5	RecoveredCase
5/16	Taiwan	35	DeadCase
5/16	Taiwan	193	CurrentCase
5/16	Taiwan	46	RecoveredCase
5/16	Switzerland	0	DeadCase
5/16	Switzerland	0	CurrentCase
5/16	Switzerland	1	RecoveredCase
5/16	Sweden	0	DeadCase
5/16	Sweden	0	CurrentCase
5/16	Sweden	3	RecoveredCase
5/16	Spain	0	DeadCase
5/16	Spain	0	CurrentCase
5/16	Spain	1	RecoveredCase
5/16	South Africa	1	DeadCase
5/16	South Africa	0	CurrentCase
5/16	South Africa	0	RecoveredCase
5/16	Slovenia	0	DeadCase
5/16	Slovenia	0	CurrentCase
5/16	Slovenia	0	RecoveredCase
5/16	Singapore	28	DeadCase
5/16	Singapore	20	CurrentCase
5/16	Singapore	157	RecoveredCase
5/16	Russian Federation	0	DeadCase
5/16	Russian Federation	0	CurrentCase
5/16	Russian Federation	0	RecoveredCase
5/16	Romania	0	DeadCase
5/16	Romania	0	CurrentCase
5/16	Romania	1	RecoveredCase
5/16	Republic of Korea	0	DeadCase
5/16	Republic of Korea	2	CurrentCase
5/16	Republic of Korea	1	RecoveredCase
5/16	Republic of Ireland	0	DeadCase
5/16	Republic of Ireland	0	CurrentCase
5/16	Republic of Ireland	1	RecoveredCase
5/16	Poland	0	DeadCase
5/16	Poland	0	CurrentCase
5/16	Poland	0	RecoveredCase
5/16	Philippines	2	DeadCase
5/16	Philippines	6	CurrentCase
5/16	Philippines	4	RecoveredCase
5/16	Mongolia	0	DeadCase
5/16	Mongolia	2	CurrentCase
5/16	Mongolia	7	RecoveredCase
5/16	Malaysia	2	DeadCase
5/16	Malaysia	0	CurrentCase
5/16	Malaysia	5	RecoveredCase
5/16	Kuwait	0	DeadCase
5/16	Kuwait	0	CurrentCase
5/16	Kuwait	1	RecoveredCase
5/16	Japan	0	DeadCase
5/16	Japan	0	CurrentCase
5/16	Japan	0	RecoveredCase
5/16	Italy	0	DeadCase
5/16	Italy	0	CurrentCase
5/16	Italy	9	RecoveredCase
5/16	Indonesia	0	DeadCase
5/16	Indonesia	0	CurrentCase
5/16	Indonesia	2	RecoveredCase
5/16	India	0	DeadCase
5/16	India	0	CurrentCase
5/16	India	3	RecoveredCase
5/16	Germany	0	DeadCase
5/16	Germany	0	CurrentCase
5/16	Germany	9	RecoveredCase
5/16	France	0	DeadCase
5/16	France	3	CurrentCase
5/16	France	4	RecoveredCase
5/16	Finland	0	DeadCase
5/16	Finland	1	CurrentCase
5/16	Finland	0	RecoveredCase
5/16	Colombia	0	DeadCase
5/16	Colombia	0	CurrentCase
5/16	Colombia	1	RecoveredCase
5/16	China	513	DeadCase
5/16	China	3267	CurrentCase
5/16	China	3118	RecoveredCase
5/16	Canada	23	DeadCase
5/16	Canada	11	CurrentCase
5/16	Canada	106	RecoveredCase
5/16	Bulgaria	0	DeadCase
5/16	Bulgaria	1	CurrentCase
5/16	Bulgaria	0	RecoveredCase
5/16	Brazil	0	DeadCase
5/16	Brazil	0	CurrentCase
5/16	Brazil	2	RecoveredCase
5/16	Belgium	0	DeadCase
5/16	Belgium	0	CurrentCase
5/16	Belgium	0	RecoveredCase
5/16	Australia	0	DeadCase
5/16	Australia	0	CurrentCase
5/16	Australia	6	RecoveredCase
5/17	Belgium	0	DeadCase
5/17	Belgium	0	CurrentCase
5/17	Belgium	0	RecoveredCase
5/17	United States	0	DeadCase
5/17	United States	32	CurrentCase
5/17	United States	34	RecoveredCase
5/17	United Kingdom	0	DeadCase
5/17	United Kingdom	0	CurrentCase
5/17	United Kingdom	4	RecoveredCase
5/17	Thailand	2	DeadCase
5/17	Thailand	1	CurrentCase
5/17	Thailand	5	RecoveredCase
5/17	Taiwan	35	DeadCase
5/17	Taiwan	193	CurrentCase
5/17	Taiwan	46	RecoveredCase
5/17	Switzerland	0	DeadCase
5/17	Switzerland	0	CurrentCase
5/17	Switzerland	1	RecoveredCase
5/17	Sweden	0	DeadCase
5/17	Sweden	0	CurrentCase
5/17	Sweden	3	RecoveredCase
5/17	Spain	0	DeadCase
5/17	Spain	0	CurrentCase
5/17	Spain	1	RecoveredCase
5/17	South Africa	1	DeadCase
5/17	South Africa	0	CurrentCase
5/17	South Africa	0	RecoveredCase
5/17	Slovenia	0	DeadCase
5/17	Slovenia	0	CurrentCase
5/17	Slovenia	0	RecoveredCase
5/17	Singapore	28	DeadCase
5/17	Singapore	20	CurrentCase
5/17	Singapore	157	RecoveredCase
5/17	Russian Federation	0	DeadCase
5/17	Russian Federation	0	CurrentCase
5/17	Russian Federation	0	RecoveredCase
5/17	Romania	0	DeadCase
5/17	Romania	0	CurrentCase
5/17	Romania	1	RecoveredCase
5/17	Republic of Korea	0	DeadCase
5/17	Republic of Korea	2	CurrentCase
5/17	Republic of Korea	1	RecoveredCase
5/17	Republic of Ireland	0	DeadCase
5/17	Republic of Ireland	0	CurrentCase
5/17	Republic of Ireland	1	RecoveredCase
5/17	Poland	0	DeadCase
5/17	Poland	0	CurrentCase
5/17	Poland	0	RecoveredCase
5/17	Philippines	2	DeadCase
5/17	Philippines	6	CurrentCase
5/17	Philippines	4	RecoveredCase
5/17	New Zealand	0	DeadCase
5/17	New Zealand	0	CurrentCase
5/17	New Zealand	1	RecoveredCase
5/17	Mongolia	0	DeadCase
5/17	Mongolia	2	CurrentCase
5/17	Mongolia	7	RecoveredCase
5/17	Malaysia	2	DeadCase
5/17	Malaysia	0	CurrentCase
5/17	Malaysia	5	RecoveredCase
5/17	Kuwait	0	DeadCase
5/17	Kuwait	0	CurrentCase
5/17	Kuwait	1	RecoveredCase
5/17	Japan	0	DeadCase
5/17	Japan	0	CurrentCase
5/17	Japan	0	RecoveredCase
5/17	Australia	0	DeadCase
5/17	Australia	0	CurrentCase
5/17	Australia	6	RecoveredCase
5/17	Italy	0	DeadCase
5/17	Italy	0	CurrentCase
5/17	Italy	9	RecoveredCase
5/17	Indonesia	0	DeadCase
5/17	Indonesia	0	CurrentCase
5/17	Indonesia	2	RecoveredCase
5/17	India	0	DeadCase
5/17	India	0	CurrentCase
5/17	India	3	RecoveredCase
5/17	Germany	0	DeadCase
5/17	Germany	0	CurrentCase
5/17	Germany	9	RecoveredCase
5/17	France	0	DeadCase
5/17	France	1	CurrentCase
5/17	France	6	RecoveredCase
5/17	Finland	0	DeadCase
5/17	Finland	1	CurrentCase
5/17	Finland	0	RecoveredCase
5/17	Colombia	0	DeadCase
5/17	Colombia	0	CurrentCase
5/17	Colombia	1	RecoveredCase
5/17	China	525	DeadCase
5/17	China	3195	CurrentCase
5/17	China	3200	RecoveredCase
5/17	Canada	23	DeadCase
5/17	Canada	11	CurrentCase
5/17	Canada	106	RecoveredCase
5/17	Bulgaria	0	DeadCase
5/17	Bulgaria	0	CurrentCase
5/17	Bulgaria	0	RecoveredCase
5/17	Brazil	0	DeadCase
5/17	Brazil	0	CurrentCase
5/17	Brazil	2	RecoveredCase
5/17	Viet Nam	5	DeadCase
5/17	Viet Nam	0	CurrentCase
5/17	Viet Nam	58	RecoveredCase
5/18	Viet Nam	5	DeadCase
5/18	Viet Nam	0	CurrentCase
5/18	Viet Nam	58	RecoveredCase
5/18	Belgium	0	DeadCase
5/18	Belgium	0	CurrentCase
5/18	Belgium	0	RecoveredCase
5/18	Brazil	0	DeadCase
5/18	Brazil	0	CurrentCase
5/18	Brazil	2	RecoveredCase
5/18	Bulgaria	0	DeadCase
5/18	Bulgaria	0	CurrentCase
5/18	Bulgaria	0	RecoveredCase
5/18	Canada	23	DeadCase
5/18	Canada	11	CurrentCase
5/18	Canada	106	RecoveredCase
5/18	China	525	DeadCase
5/18	China	3195	CurrentCase
5/18	China	3200	RecoveredCase
5/18	Colombia	0	DeadCase
5/18	Colombia	0	CurrentCase
5/18	Colombia	1	RecoveredCase
5/18	Finland	0	DeadCase
5/18	Finland	1	CurrentCase
5/18	Finland	0	RecoveredCase
5/18	France	0	DeadCase
5/18	France	1	CurrentCase
5/18	France	6	RecoveredCase
5/18	Germany	0	DeadCase
5/18	Germany	0	CurrentCase
5/18	Germany	9	RecoveredCase
5/18	India	0	DeadCase
5/18	India	0	CurrentCase
5/18	India	3	RecoveredCase
5/18	Indonesia	0	DeadCase
5/18	Indonesia	0	CurrentCase
5/18	Indonesia	2	RecoveredCase
5/18	Italy	0	DeadCase
5/18	Italy	0	CurrentCase
5/18	Italy	9	RecoveredCase
5/18	Japan	0	DeadCase
5/18	Japan	0	CurrentCase
5/18	Japan	0	RecoveredCase
5/18	Kuwait	0	DeadCase
5/18	Kuwait	0	CurrentCase
5/18	Kuwait	1	RecoveredCase
5/18	Malaysia	2	DeadCase
5/18	Malaysia	0	CurrentCase
5/18	Malaysia	5	RecoveredCase
5/18	Mongolia	0	DeadCase
5/18	Mongolia	2	CurrentCase
5/18	Mongolia	7	RecoveredCase
5/18	New Zealand	0	DeadCase
5/18	New Zealand	0	CurrentCase
5/18	New Zealand	1	RecoveredCase
5/18	Philippines	2	DeadCase
5/18	Philippines	6	CurrentCase
5/18	Philippines	4	RecoveredCase
5/18	Poland	0	DeadCase
5/18	Poland	0	CurrentCase
5/18	Poland	0	RecoveredCase
5/18	Republic of Ireland	0	DeadCase
5/18	Republic of Ireland	0	CurrentCase
5/18	Republic of Ireland	1	RecoveredCase
5/18	Republic of Korea	0	DeadCase
5/18	Republic of Korea	2	CurrentCase
5/18	Republic of Korea	1	RecoveredCase
5/18	Romania	0	DeadCase
5/18	Romania	0	CurrentCase
5/18	Romania	1	RecoveredCase
5/18	Russian Federation	0	DeadCase
5/18	Russian Federation	0	CurrentCase
5/18	Russian Federation	0	RecoveredCase
5/18	Singapore	28	DeadCase
5/18	Singapore	20	CurrentCase
5/18	Singapore	157	RecoveredCase
5/18	Slovenia	0	DeadCase
5/18	Slovenia	0	CurrentCase
5/18	Slovenia	0	RecoveredCase
5/18	South Africa	1	DeadCase
5/18	South Africa	0	CurrentCase
5/18	South Africa	0	RecoveredCase
5/18	Spain	0	DeadCase
5/18	Spain	0	CurrentCase
5/18	Spain	1	RecoveredCase
5/18	Sweden	0	DeadCase
5/18	Sweden	0	CurrentCase
5/18	Sweden	3	RecoveredCase
5/18	Switzerland	0	DeadCase
5/18	Switzerland	0	CurrentCase
5/18	Switzerland	1	RecoveredCase
5/18	Taiwan	35	DeadCase
5/18	Taiwan	193	CurrentCase
5/18	Taiwan	46	RecoveredCase
5/18	Thailand	2	DeadCase
5/18	Thailand	1	CurrentCase
5/18	Thailand	5	RecoveredCase
5/18	United Kingdom	0	DeadCase
5/18	United Kingdom	0	CurrentCase
5/18	United Kingdom	4	RecoveredCase
5/18	United States	0	DeadCase
5/18	United States	32	CurrentCase
5/18	United States	34	RecoveredCase
5/18	Australia	0	DeadCase
5/18	Australia	0	CurrentCase
5/18	Australia	6	RecoveredCase
5/19	Belgium	0	DeadCase
5/19	Belgium	0	CurrentCase
5/19	Belgium	0	RecoveredCase
5/19	Viet Nam	5	DeadCase
5/19	Viet Nam	0	CurrentCase
5/19	Viet Nam	58	RecoveredCase
5/19	United States	0	DeadCase
5/19	United States	33	CurrentCase
5/19	United States	34	RecoveredCase
5/19	United Kingdom	0	DeadCase
5/19	United Kingdom	0	CurrentCase
5/19	United Kingdom	4	RecoveredCase
5/19	Thailand	2	DeadCase
5/19	Thailand	1	CurrentCase
5/19	Thailand	5	RecoveredCase
5/19	Taiwan	40	DeadCase
5/19	Taiwan	254	CurrentCase
5/19	Taiwan	50	RecoveredCase
5/19	Switzerland	0	DeadCase
5/19	Switzerland	0	CurrentCase
5/19	Switzerland	1	RecoveredCase
5/19	Sweden	0	DeadCase
5/19	Sweden	0	CurrentCase
5/19	Sweden	3	RecoveredCase
5/19	Spain	0	DeadCase
5/19	Spain	0	CurrentCase
5/19	Spain	1	RecoveredCase
5/19	South Africa	1	DeadCase
5/19	South Africa	0	CurrentCase
5/19	South Africa	0	RecoveredCase
5/19	Slovenia	0	DeadCase
5/19	Slovenia	0	CurrentCase
5/19	Slovenia	0	RecoveredCase
5/19	Singapore	28	DeadCase
5/19	Singapore	18	CurrentCase
5/19	Singapore	160	RecoveredCase
5/19	Russian Federation	0	DeadCase
5/19	Russian Federation	0	CurrentCase
5/19	Russian Federation	0	RecoveredCase
5/19	Romania	0	DeadCase
5/19	Romania	0	CurrentCase
5/19	Romania	1	RecoveredCase
5/19	Republic of Korea	0	DeadCase
5/19	Republic of Korea	2	CurrentCase
5/19	Republic of Korea	1	RecoveredCase
5/19	Republic of Ireland	0	DeadCase
5/19	Republic of Ireland	0	CurrentCase
5/19	Republic of Ireland	1	RecoveredCase
5/19	Poland	0	DeadCase
5/19	Poland	0	CurrentCase
5/19	Poland	0	RecoveredCase
5/19	Philippines	2	DeadCase
5/19	Philippines	2	CurrentCase
5/19	Philippines	8	RecoveredCase
5/19	New Zealand	0	DeadCase
5/19	New Zealand	0	CurrentCase
5/19	New Zealand	1	RecoveredCase
5/19	Mongolia	0	DeadCase
5/19	Mongolia	1	CurrentCase
5/19	Mongolia	8	RecoveredCase
5/19	Malaysia	2	DeadCase
5/19	Malaysia	0	CurrentCase
5/19	Malaysia	5	RecoveredCase
5/19	Kuwait	0	DeadCase
5/19	Kuwait	0	CurrentCase
5/19	Kuwait	1	RecoveredCase
5/19	Japan	0	DeadCase
5/19	Japan	0	CurrentCase
5/19	Japan	0	RecoveredCase
5/19	Italy	0	DeadCase
5/19	Italy	0	CurrentCase
5/19	Italy	9	RecoveredCase
5/19	Indonesia	0	DeadCase
5/19	Indonesia	0	CurrentCase
5/19	Indonesia	2	RecoveredCase
5/19	India	0	DeadCase
5/19	India	0	CurrentCase
5/19	India	3	RecoveredCase
5/19	Germany	0	DeadCase
5/19	Germany	0	CurrentCase
5/19	Germany	9	RecoveredCase
5/19	France	0	DeadCase
5/19	France	1	CurrentCase
5/19	France	6	RecoveredCase
5/19	Finland	0	DeadCase
5/19	Finland	1	CurrentCase
5/19	Finland	0	RecoveredCase
5/19	Colombia	0	DeadCase
5/19	Colombia	0	CurrentCase
5/19	Colombia	1	RecoveredCase
5/19	China	537	DeadCase
5/19	China	3053	CurrentCase
5/19	China	3361	RecoveredCase
5/19	Canada	23	DeadCase
5/19	Canada	11	CurrentCase
5/19	Canada	106	RecoveredCase
5/19	Bulgaria	0	DeadCase
5/19	Bulgaria	0	CurrentCase
5/19	Bulgaria	0	RecoveredCase
5/19	Brazil	0	DeadCase
5/19	Brazil	0	CurrentCase
5/19	Brazil	2	RecoveredCase
5/19	Australia	0	DeadCase
5/19	Australia	0	CurrentCase
5/19	Australia	6	RecoveredCase
5/20	Belgium	0	DeadCase
5/20	Belgium	0	CurrentCase
5/20	Belgium	0	RecoveredCase
5/20	Australia	0	DeadCase
5/20	Australia	0	CurrentCase
5/20	Australia	6	RecoveredCase
5/20	Brazil	0	DeadCase
5/20	Brazil	0	CurrentCase
5/20	Brazil	2	RecoveredCase
5/20	Bulgaria	0	DeadCase
5/20	Bulgaria	0	CurrentCase
5/20	Bulgaria	0	RecoveredCase
5/20	Canada	23	DeadCase
5/20	Canada	11	CurrentCase
5/20	Canada	106	RecoveredCase
5/20	China	547	DeadCase
5/20	China	2937	CurrentCase
5/20	China	3483	RecoveredCase
5/20	Colombia	0	DeadCase
5/20	Colombia	0	CurrentCase
5/20	Colombia	1	RecoveredCase
5/20	Finland	0	DeadCase
5/20	Finland	1	CurrentCase
5/20	Finland	0	RecoveredCase
5/20	France	0	DeadCase
5/20	France	1	CurrentCase
5/20	France	6	RecoveredCase
5/20	Germany	0	DeadCase
5/20	Germany	0	CurrentCase
5/20	Germany	9	RecoveredCase
5/20	India	0	DeadCase
5/20	India	0	CurrentCase
5/20	India	3	RecoveredCase
5/20	Indonesia	0	DeadCase
5/20	Indonesia	0	CurrentCase
5/20	Indonesia	2	RecoveredCase
5/20	Italy	0	DeadCase
5/20	Italy	0	CurrentCase
5/20	Italy	9	RecoveredCase
5/20	Japan	0	DeadCase
5/20	Japan	0	CurrentCase
5/20	Japan	0	RecoveredCase
5/20	Kuwait	0	DeadCase
5/20	Kuwait	0	CurrentCase
5/20	Kuwait	1	RecoveredCase
5/20	Malaysia	2	DeadCase
5/20	Malaysia	0	CurrentCase
5/20	Malaysia	5	RecoveredCase
5/20	Mongolia	0	DeadCase
5/20	Mongolia	1	CurrentCase
5/20	Mongolia	8	RecoveredCase
5/20	New Zealand	0	DeadCase
5/20	New Zealand	0	CurrentCase
5/20	New Zealand	1	RecoveredCase
5/20	Philippines	2	DeadCase
5/20	Philippines	2	CurrentCase
5/20	Philippines	8	RecoveredCase
5/20	Poland	0	DeadCase
5/20	Poland	0	CurrentCase
5/20	Poland	0	RecoveredCase
5/20	Republic of Ireland	0	DeadCase
5/20	Republic of Ireland	0	CurrentCase
5/20	Republic of Ireland	1	RecoveredCase
5/20	Republic of Korea	0	DeadCase
5/20	Republic of Korea	1	CurrentCase
5/20	Republic of Korea	2	RecoveredCase
5/20	Romania	0	DeadCase
5/20	Romania	0	CurrentCase
5/20	Romania	1	RecoveredCase
5/20	Russian Federation	0	DeadCase
5/20	Russian Federation	0	CurrentCase
5/20	Russian Federation	0	RecoveredCase
5/20	Singapore	28	DeadCase
5/20	Singapore	17	CurrentCase
5/20	Singapore	161	RecoveredCase
5/20	Slovenia	0	DeadCase
5/20	Slovenia	0	CurrentCase
5/20	Slovenia	0	RecoveredCase
5/20	South Africa	1	DeadCase
5/20	South Africa	0	CurrentCase
5/20	South Africa	0	RecoveredCase
5/20	Spain	0	DeadCase
5/20	Spain	0	CurrentCase
5/20	Spain	1	RecoveredCase
5/20	Sweden	0	DeadCase
5/20	Sweden	0	CurrentCase
5/20	Sweden	3	RecoveredCase
5/20	Switzerland	0	DeadCase
5/20	Switzerland	0	CurrentCase
5/20	Switzerland	1	RecoveredCase
5/20	Taiwan	52	DeadCase
5/20	Taiwan	268	CurrentCase
5/20	Taiwan	63	RecoveredCase
5/20	Thailand	2	DeadCase
5/20	Thailand	1	CurrentCase
5/20	Thailand	5	RecoveredCase
5/20	United Kingdom	0	DeadCase
5/20	United Kingdom	0	CurrentCase
5/20	United Kingdom	4	RecoveredCase
5/20	United States	0	DeadCase
5/20	United States	33	CurrentCase
5/20	United States	34	RecoveredCase
5/20	Viet Nam	5	DeadCase
5/20	Viet Nam	0	CurrentCase
5/20	Viet Nam	58	RecoveredCase
5/21	Viet Nam	5	DeadCase
5/21	Viet Nam	0	CurrentCase
5/21	Viet Nam	58	RecoveredCase
5/21	Belgium	0	DeadCase
5/21	Belgium	0	CurrentCase
5/21	Belgium	0	RecoveredCase
5/21	Brazil	0	DeadCase
5/21	Brazil	0	CurrentCase
5/21	Brazil	2	RecoveredCase
5/21	Bulgaria	0	DeadCase
5/21	Bulgaria	0	CurrentCase
5/21	Bulgaria	0	RecoveredCase
5/21	Canada	23	DeadCase
5/21	Canada	9	CurrentCase
5/21	Canada	108	RecoveredCase
5/21	China	551	DeadCase
5/21	China	2845	CurrentCase
5/21	China	3572	RecoveredCase
5/21	Colombia	0	DeadCase
5/21	Colombia	0	CurrentCase
5/21	Colombia	1	RecoveredCase
5/21	Finland	0	DeadCase
5/21	Finland	0	CurrentCase
5/21	Finland	1	RecoveredCase
5/21	France	0	DeadCase
5/21	France	1	CurrentCase
5/21	France	6	RecoveredCase
5/21	Germany	0	DeadCase
5/21	Germany	0	CurrentCase
5/21	Germany	9	RecoveredCase
5/21	India	0	DeadCase
5/21	India	0	CurrentCase
5/21	India	3	RecoveredCase
5/21	Indonesia	0	DeadCase
5/21	Indonesia	0	CurrentCase
5/21	Indonesia	2	RecoveredCase
5/21	Italy	0	DeadCase
5/21	Italy	0	CurrentCase
5/21	Italy	9	RecoveredCase
5/21	Japan	0	DeadCase
5/21	Japan	0	CurrentCase
5/21	Japan	0	RecoveredCase
5/21	Kuwait	0	DeadCase
5/21	Kuwait	0	CurrentCase
5/21	Kuwait	1	RecoveredCase
5/21	Malaysia	2	DeadCase
5/21	Malaysia	1	CurrentCase
5/21	Malaysia	5	RecoveredCase
5/21	Mongolia	0	DeadCase
5/21	Mongolia	1	CurrentCase
5/21	Mongolia	8	RecoveredCase
5/21	New Zealand	0	DeadCase
5/21	New Zealand	0	CurrentCase
5/21	New Zealand	1	RecoveredCase
5/21	Philippines	2	DeadCase
5/21	Philippines	0	CurrentCase
5/21	Philippines	10	RecoveredCase
5/21	Poland	0	DeadCase
5/21	Poland	0	CurrentCase
5/21	Poland	0	RecoveredCase
5/21	Republic of Ireland	0	DeadCase
5/21	Republic of Ireland	0	CurrentCase
5/21	Republic of Ireland	1	RecoveredCase
5/21	Republic of Korea	0	DeadCase
5/21	Republic of Korea	1	CurrentCase
5/21	Republic of Korea	2	RecoveredCase
5/21	Romania	0	DeadCase
5/21	Romania	0	CurrentCase
5/21	Romania	1	RecoveredCase
5/21	Russian Federation	0	DeadCase
5/21	Russian Federation	0	CurrentCase
5/21	Russian Federation	0	RecoveredCase
5/21	Singapore	28	DeadCase
5/21	Singapore	17	CurrentCase
5/21	Singapore	161	RecoveredCase
5/21	Slovenia	0	DeadCase
5/21	Slovenia	0	CurrentCase
5/21	Slovenia	0	RecoveredCase
5/21	South Africa	1	DeadCase
5/21	South Africa	0	CurrentCase
5/21	South Africa	0	RecoveredCase
5/21	Spain	0	DeadCase
5/21	Spain	0	CurrentCase
5/21	Spain	1	RecoveredCase
5/21	Sweden	0	DeadCase
5/21	Sweden	0	CurrentCase
5/21	Sweden	3	RecoveredCase
5/21	Switzerland	0	DeadCase
5/21	Switzerland	0	CurrentCase
5/21	Switzerland	1	RecoveredCase
5/21	Taiwan	52	DeadCase
5/21	Taiwan	295	CurrentCase
5/21	Taiwan	71	RecoveredCase
5/21	Thailand	2	DeadCase
5/21	Thailand	1	CurrentCase
5/21	Thailand	5	RecoveredCase
5/21	United Kingdom	0	DeadCase
5/21	United Kingdom	0	CurrentCase
5/21	United Kingdom	4	RecoveredCase
5/21	United States	0	DeadCase
5/21	United States	33	CurrentCase
5/21	United States	33	RecoveredCase
5/21	Australia	0	DeadCase
5/21	Australia	0	CurrentCase
5/21	Australia	6	RecoveredCase
5/22	Australia	0	DeadCase
5/22	Australia	0	CurrentCase
5/22	Australia	6	RecoveredCase
5/22	Belgium	0	DeadCase
5/22	Belgium	0	CurrentCase
5/22	Belgium	0	RecoveredCase
5/22	Brazil	0	DeadCase
5/22	Brazil	0	CurrentCase
5/22	Brazil	2	RecoveredCase
5/22	Bulgaria	0	DeadCase
5/22	Bulgaria	0	CurrentCase
5/22	Bulgaria	0	RecoveredCase
5/22	Canada	23	DeadCase
5/22	Canada	8	CurrentCase
5/22	Canada	109	RecoveredCase
5/22	China	558	DeadCase
5/22	China	2745	CurrentCase
5/22	China	3692	RecoveredCase
5/22	Colombia	0	DeadCase
5/22	Colombia	0	CurrentCase
5/22	Colombia	1	RecoveredCase
5/22	Finland	0	DeadCase
5/22	Finland	0	CurrentCase
5/22	Finland	1	RecoveredCase
5/22	France	0	DeadCase
5/22	France	1	CurrentCase
5/22	France	6	RecoveredCase
5/22	Germany	0	DeadCase
5/22	Germany	0	CurrentCase
5/22	Germany	9	RecoveredCase
5/22	India	0	DeadCase
5/22	India	0	CurrentCase
5/22	India	3	RecoveredCase
5/22	Indonesia	0	DeadCase
5/22	Indonesia	0	CurrentCase
5/22	Indonesia	2	RecoveredCase
5/22	Italy	0	DeadCase
5/22	Italy	0	CurrentCase
5/22	Italy	9	RecoveredCase
5/22	Japan	0	DeadCase
5/22	Japan	0	CurrentCase
5/22	Japan	0	RecoveredCase
5/22	Kuwait	0	DeadCase
5/22	Kuwait	0	CurrentCase
5/22	Kuwait	1	RecoveredCase
5/22	Malaysia	2	DeadCase
5/22	Malaysia	1	CurrentCase
5/22	Malaysia	5	RecoveredCase
5/22	Mongolia	0	DeadCase
5/22	Mongolia	1	CurrentCase
5/22	Mongolia	8	RecoveredCase
5/22	New Zealand	0	DeadCase
5/22	New Zealand	0	CurrentCase
5/22	New Zealand	1	RecoveredCase
5/22	Philippines	2	DeadCase
5/22	Philippines	0	CurrentCase
5/22	Philippines	10	RecoveredCase
5/22	Poland	0	DeadCase
5/22	Poland	0	CurrentCase
5/22	Poland	0	RecoveredCase
5/22	Republic of Ireland	0	DeadCase
5/22	Republic of Ireland	0	CurrentCase
5/22	Republic of Ireland	1	RecoveredCase
5/22	Republic of Korea	0	DeadCase
5/22	Republic of Korea	1	CurrentCase
5/22	Republic of Korea	2	RecoveredCase
5/22	Romania	0	DeadCase
5/22	Romania	0	CurrentCase
5/22	Romania	1	RecoveredCase
5/22	Russian Federation	0	DeadCase
5/22	Russian Federation	0	CurrentCase
5/22	Russian Federation	0	RecoveredCase
5/22	Singapore	29	DeadCase
5/22	Singapore	15	CurrentCase
5/22	Singapore	162	RecoveredCase
5/22	Slovenia	0	DeadCase
5/22	Slovenia	0	CurrentCase
5/22	Slovenia	0	RecoveredCase
5/22	South Africa	1	DeadCase
5/22	South Africa	0	CurrentCase
5/22	South Africa	0	RecoveredCase
5/22	Spain	0	DeadCase
5/22	Spain	0	CurrentCase
5/22	Spain	1	RecoveredCase
5/22	Sweden	0	DeadCase
